Users of this data file should acknowledge the National Park Service.
NOTE: There are two parts to this file. Part I contains information on the sites selected.
Part II contains the actual data and begins on line 12.

Part I - Site Information
ABBR,AIRS_SITE_CODE,TIME_ZONE,LONG_DEC,LAT_DEC,ELEV_mMSL,SITE_NAME
JOTR-LH,06-065-9002,,116.1894,34.0181,1265,Joshua Tree National Monument - Lost Horse Ranger Station
LAVO-ML,06-089-3003,PST,121.5764,40.5403,1756,Lassen Volcanic National Park - Manzanita Lake Fire Stn.
PINN-ES,06-069-0003,PST,121.1556,36.4850,335,Pinnacles National Park - SW of East Entrance Stn.
SEKI-LK,06-107-0006,PST,118.7772,36.5658,1890,Sequoia and Kings Canyon National Parks - Lower Kaweah

Part II - Data
ABBR,PAR,DATE,HOUR_0,HOUR_1,HOUR_2,HOUR_3,HOUR_4,HOUR_5,HOUR_6,HOUR_7,HOUR_8,HOUR_9,HOUR_10,HOUR_11,HOUR_12,HOUR_13,HOUR_14,HOUR_15,HOUR_16,HOUR_17,HOUR_18,HOUR_19,HOUR_20,HOUR_21,HOUR_22,HOUR_23,
JOTR-LH,O3_PPB,9/28/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,9/29/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,9/30/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/1/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/2/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/3/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/4/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/5/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/6/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/7/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/8/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/9/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/10/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/11/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/12/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/13/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/14/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/15/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/16/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/17/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/18/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/19/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/20/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/21/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/22/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/23/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/24/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/25/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/26/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/27/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/28/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/29/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/30/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,10/31/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/1/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/2/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/3/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/4/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/5/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/6/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/7/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/8/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/9/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/10/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/11/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/12/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/13/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/14/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/15/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/16/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/17/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/18/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/19/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/20/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/21/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/22/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/23/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/24/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/25/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/26/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/27/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/28/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/29/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,11/30/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/1/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/2/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/3/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/4/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/5/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/6/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/7/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/8/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/9/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/10/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/11/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/12/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/13/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/14/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/15/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/16/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/17/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/18/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/19/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/20/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/21/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/22/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/23/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/24/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/25/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/26/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
JOTR-LH,O3_PPB,12/27/1984 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
