Users of this data file should acknowledge the National Park Service.
NOTE: There are two parts to this file. Part I contains information on the sites selected.
Part II contains the actual data and begins on line 12.

Part I - Site Information
ABBR,AIRS_SITE_CODE,TIME_ZONE,LONG_DEC,LAT_DEC,ELEV_mMSL,SITE_NAME
JOTR-BR,06-071-9002,PST,116.3906,34.0714,1244,Joshua Tree National Park - Black Rock
LAVO-ML,06-089-3003,PST,121.5764,40.5403,1756,Lassen Volcanic National Park - Manzanita Lake Fire Stn.
PINN-ES,06-069-0003,PST,121.1556,36.4850,335,Pinnacles National Park - SW of East Entrance Stn.
SEKI-LK,06-107-0006,PST,118.7772,36.5658,1890,Sequoia and Kings Canyon National Parks - Lower Kaweah

Part II - Data
ABBR,PAR,DATE,HOUR_0,HOUR_1,HOUR_2,HOUR_3,HOUR_4,HOUR_5,HOUR_6,HOUR_7,HOUR_8,HOUR_9,HOUR_10,HOUR_11,HOUR_12,HOUR_13,HOUR_14,HOUR_15,HOUR_16,HOUR_17,HOUR_18,HOUR_19,HOUR_20,HOUR_21,HOUR_22,HOUR_23,
JOTR-BR,O3_PPB,5/15/2005 12:00:00 AM,78,77,-999,80,81,80,89,92,91,83,74,79,88,86,92,100,96,104,101,96,88,86,86,83,
JOTR-BR,O3_PPB,5/16/2005 12:00:00 AM,84,82,-999,69,63,68,65,68,62,50,51,46,54,57,56,51,52,56,53,49,46,46,46,49,
JOTR-BR,O3_PPB,5/17/2005 12:00:00 AM,48,49,-999,53,55,55,55,55,56,57,58,60,-999,-999,65,67,69,71,68,66,64,63,65,64,
JOTR-BR,O3_PPB,5/18/2005 12:00:00 AM,59,56,-999,52,48,49,50,56,51,50,54,58,62,69,71,72,75,71,62,64,46,40,40,43,
JOTR-BR,O3_PPB,5/19/2005 12:00:00 AM,44,45,-999,46,46,43,40,46,47,56,63,66,71,78,79,83,89,102,99,92,88,81,73,67,
JOTR-BR,O3_PPB,5/20/2005 12:00:00 AM,64,67,-999,61,57,54,56,57,54,56,56,63,66,75,75,70,68,72,73,68,55,50,49,47,
JOTR-BR,O3_PPB,5/21/2005 12:00:00 AM,46,44,-999,40,38,39,40,43,47,52,55,55,59,62,65,69,74,78,85,79,70,65,66,64,
JOTR-BR,O3_PPB,5/22/2005 12:00:00 AM,61,63,-999,74,77,75,82,84,86,89,90,81,74,73,76,79,91,95,94,75,62,62,59,58,
JOTR-BR,O3_PPB,5/23/2005 12:00:00 AM,57,49,-999,53,55,61,74,69,72,75,80,77,85,89,101,109,112,105,103,98,91,79,75,66,
JOTR-BR,O3_PPB,5/24/2005 12:00:00 AM,58,58,-999,53,52,54,56,55,57,59,62,64,68,72,75,81,87,97,88,77,72,70,67,68,
JOTR-BR,O3_PPB,5/25/2005 12:00:00 AM,75,79,-999,80,80,85,86,80,80,81,85,92,99,100,102,107,109,109,107,97,84,84,75,70,
JOTR-BR,O3_PPB,5/26/2005 12:00:00 AM,66,64,-999,57,61,65,69,71,72,77,80,87,93,95,90,92,101,96,85,71,63,60,61,62,
JOTR-BR,O3_PPB,5/27/2005 12:00:00 AM,63,64,-999,72,74,72,74,74,75,80,84,83,92,96,106,109,110,113,104,91,83,85,83,84,
JOTR-BR,O3_PPB,5/28/2005 12:00:00 AM,81,73,-999,61,58,55,66,64,71,72,76,78,77,75,81,97,97,88,81,80,83,84,83,81,
JOTR-BR,O3_PPB,5/29/2005 12:00:00 AM,81,76,-999,80,81,80,76,79,69,64,66,71,66,71,74,72,71,71,71,69,65,62,59,57,
JOTR-BR,O3_PPB,5/30/2005 12:00:00 AM,56,55,-999,55,57,61,62,61,61,61,62,63,64,64,66,68,70,74,76,68,66,68,68,68,
JOTR-BR,O3_PPB,5/31/2005 12:00:00 AM,68,67,-999,65,64,65,70,70,69,70,70,74,79,80,82,80,84,89,82,75,73,74,72,72,
JOTR-BR,O3_PPB,6/1/2005 12:00:00 AM,72,70,-999,68,68,65,68,70,73,77,79,80,78,77,82,80,89,91,91,80,73,72,74,73,
JOTR-BR,O3_PPB,6/2/2005 12:00:00 AM,70,69,-999,68,67,65,65,66,70,69,68,68,66,73,75,-999,-999,-999,-999,63,62,55,54,55,
JOTR-BR,O3_PPB,6/3/2005 12:00:00 AM,56,54,-999,61,56,55,57,57,59,59,60,61,63,64,64,64,65,65,68,65,63,61,61,61,
JOTR-BR,O3_PPB,6/4/2005 12:00:00 AM,62,62,-999,60,61,64,67,66,70,73,73,77,79,82,87,88,87,87,83,77,75,74,74,75,
JOTR-BR,O3_PPB,6/5/2005 12:00:00 AM,77,79,-999,77,74,71,74,74,74,74,73,76,74,74,78,80,79,79,77,74,68,68,67,65,
JOTR-BR,O3_PPB,6/6/2005 12:00:00 AM,64,60,-999,59,56,60,56,59,63,66,69,68,71,74,76,76,76,75,75,66,60,56,57,56,
JOTR-BR,O3_PPB,6/7/2005 12:00:00 AM,54,53,-999,55,54,52,54,57,62,65,67,69,-999,-999,75,75,76,79,81,77,67,65,68,68,
